79332,1.06,12.27,True,0
79423,2.16,12.27,True,0
79514,2.06,12.27,True,0
79605,2.38,11.95,True,0
79697,3.67,12.91,True,0
79789,0.19,11.63,True,0
79880,-0.25,12.59,True,0
79971,1.04,12.27,True,0
80062,-0.33,11.95,True,0
80154,-0.68,11.95,True,0
80245,-0.04,11.95,True,0
80336,-0.56,11.63,True,0
80428,-1.54,11.31,True,0
80520,1.38,10.67,True,0
80611,0.08,10.36,True,0
80702,-1.58,10.04,True,0
80793,-1.19,10.36,True,0
80884,0.48,9.72,True,0
80976,1.09,9.4,True,0
81068,0.3,38.48,True,0
81159,0.35,65.97,True,0
81250,-0.19,63.73,True,0
81341,-0.52,62.77,True,0
81433,0.64,62.45,True,0
81524,0.42,62.13,True,0
81615,0.27,61.81,True,0
81707,0.25,88.98,True,0
81799,1.4,105.28,True,0
81890,0.73,103.36,True,0
81981,2.83,102.73,True,0
82072,2.91,101.45,True,0
82163,0.85,102.41,True,0
82255,-0.37,101.45,True,0
82347,0.83,110.08,True,0
82438,1.45,130.21,True,0
82529,0.44,128.93,True,0
82620,1.42,128.62,True,0
82712,2.12,128.3,True,0
82803,0.87,127.98,True,0
82894,1.47,127.34,True,0
82985,-0.1,128.3,True,0
83078,-0.94,147.79,True,0
83169,-0.07,146.51,True,0
83260,-0.01,146.19,True,0
83351,-0.69,145.55,True,0
83442,-0.39,145.24,True,0
83534,1.02,145.55,True,0
83625,0.28,144.92,True,0
83717,0.59,144.92,True,0
83808,1.81,144.92,True,0
83900,-1.6,144.28,True,0
83991,0.17,144.6,True,0
84082,1.71,144.28,True,0
84173,1.64,143.64,True,0
84264,-1.0,143.96,True,0
84357,-1.05,143.64,True,0
84448,0.11,143.96,True,0
84539,-0.61,143.32,True,0
84630,-0.75,143.32,True,0
84721,-1.58,143.32,True,0
84813,-0.25,143.64,True,0
84904,11.24,142.68,True,0
84996,45.61,143.32,True,0
85087,75.46,143.32,True,0
85179,95.69,143.32,True,0
85270,100.59,142.68,True,0
85361,66.96,142.68,True,0
85452,20.44,143.0,True,0
85543,3.92,143.32,True,0
85636,1.45,142.36,True,0
85727,0.19,142.36,True,0
85818,0.09,142.68,True,0
85909,0.64,142.04,True,0
86000,-0.05,142.36,True,0
86092,-2.63,142.36,True,0
86183,-1.57,142.04,True,0
86275,1.76,143.32,True,0
86366,13.2,142.68,True,0
86457,22.06,142.36,True,0
86549,27.6,142.68,True,0
86640,29.1,142.04,True,0
86731,29.13,142.36,True,0
86822,29.08,142.04,True,0
86915,28.84,142.36,True,0
87006,29.27,141.72,True,0
87097,28.47,142.68,True,0
87188,28.66,142.36,True,0
87279,29.25,141.72,True,0
87371,28.88,142.04,True,0
87462,27.6,142.04,True,0
87554,27.64,141.4,True,0
87645,29.14,141.4,True,0
87737,28.28,141.72,True,0
87828,28.33,142.04,True,0
87919,29.43,141.08,True,0
88010,28.79,141.72,True,0
88101,28.65,141.08,True,0
88194,28.88,141.72,True,0
88285,30.06,141.08,True,0
88376,29.7,141.72,True,0
88467,29.16,140.44,True,0
88559,29.14,141.4,True,0
88650,30.32,141.08,True,0
88741,28.92,140.76,True,0
88833,26.98,141.08,True,0
88924,27.34,140.76,True,0
89016,28.66,142.36,True,0
89107,29.43,140.76,True,0
89198,29.35,140.76,True,0
89289,28.84,140.76,True,0
89381,27.72,140.44,True,0
89473,28.62,140.44,True,0
89564,29.58,140.44,True,0
89655,31.08,140.12,True,0
89746,29.22,140.44,True,0
89838,27.7,140.12,True,0
89929,28.45,140.12,True,0
90020,29.93,140.12,True,0
90112,29.28,140.44,True,0
90204,27.94,139.48,True,0
90295,28.36,139.8,True,0
90386,27.72,139.8,True,0
90477,28.03,139.8,True,0
90568,29.85,139.48,True,0
90660,31.52,140.12,True,0
90752,29.4,139.48,True,0
90843,28.98,140.12,True,0
90934,29.31,139.16,True,0
91026,27.45,139.48,True,0
91117,27.7,139.48,True,0
91208,28.28,139.8,True,0
91299,28.09,139.16,True,0
91390,28.67,139.16,True,0
91483,27.63,138.84,True,0
91574,28.63,139.16,True,0
91665,28.53,138.84,True,0
91756,27.58,138.84,True,0
91847,26.47,138.84,True,0
91939,16.98,138.84,True,0
92030,3.3,138.84,True,0
92122,-0.49,138.52,True,0
92213,1.7,139.16,True,0
92305,1.31,138.52,True,0
92396,1.97,138.52,True,0
92487,0.46,138.52,True,0
92578,-0.56,138.52,True,0
92669,-1.17,138.2,True,0
92762,-1.01,138.84,True,0
92853,0.12,138.2,True,0
92944,0.42,138.2,True,0
93035,-2.73,138.52,True,0
93126,-1.23,138.52,True,0
93218,-1.07,138.2,True,0
93309,-0.74,138.52,True,0
93401,0.08,137.56,True,0
93492,-0.48,138.2,True,0
93584,-0.31,137.88,True,0
93675,0.81,138.52,True,0
93766,-0.28,137.56,True,0
93857,0.55,138.2,True,0
93948,0.53,137.56,True,True
94041,4.09,137.56,True,True
94132,6.82,137.24,True,True
94223,9.87,137.56,True,True
94314,22.38,137.56,True,True
94406,28.13,138.84,True,True
94497,34.94,137.56,True,True
94588,36.64,137.24,True,True
94680,29.56,137.56,True,True
94772,13.31,137.88,True,True
94863,2.94,137.24,True,True
94954,0.57,137.24,True,True
95045,1.23,137.24,True,True
95136,-0.64,136.93,True,True
95228,-0.11,136.93,True,True
95320,3.86,137.24,True,True
95411,2.59,137.24,True,True
95502,2.22,136.93,True,True
95594,2.16,137.24,True,True
95685,1.23,137.24,True,True
95776,1.18,136.93,True,True
95867,2.45,136.93,True,True
95959,3.55,136.93,True,True
96051,1.32,136.61,True,True
96142,1.97,136.61,True,True
96233,2.42,136.29,True,True
96324,1.06,136.93,True,True
96416,-1.56,136.61,True,True
96507,0.81,136.29,True,True
96599,1.39,136.93,True,True
96690,1.55,136.93,True,True
96781,0.46,136.29,True,True
96873,1.58,136.61,True,True
96964,0.0,135.97,True,True
97055,-1.57,136.61,True,True
97146,-0.94,135.97,True,True
97239,-0.2,136.29,True,True
97330,-1.53,135.97,True,True
97421,-0.65,136.61,True,True
97512,-1.81,135.65,True,True
97603,-1.24,136.29,True,True
97695,0.73,135.65,True,True
97786,3.1,136.61,True,True
97878,3.21,135.97,True,True
97969,0.44,136.29,True,True
98061,-0.67,135.33,True,True
98152,-0.68,135.65,True,True
98243,0.44,135.65,True,True
98334,0.87,135.97,True,True
98426,0.95,135.65,True,True
98518,-0.33,135.33,True,True
98609,0.15,135.65,True,True
98700,-1.01,135.33,True,True
98791,1.53,135.65,True,True
98883,1.59,135.33,True,True
98974,0.8,135.33,True,True
99065,-0.18,135.01,True,True
99156,-1.51,135.01,True,True
99248,-1.08,135.33,True,True
99340,-0.31,135.33,True,True
99431,0.42,135.01,True,True
99522,1.83,135.01,True,True
99613,0.96,134.69,True,True
99705,1.19,135.01,True,True
99796,2.47,135.01,True,True
99888,0.97,135.01,True,True
99979,2.42,134.05,True,True
100071,2.48,134.69,True,True
100162,0.81,134.69,True,True
100253,1.73,135.01,True,True
100344,0.39,134.69,True,True
100435,-0.49,135.33,True,True
100528,-1.58,134.05,True,True
100619,-1.83,134.69,True,True
100710,-1.33,134.05,True,True
100801,0.17,134.05,True,True
100893,0.06,134.05,True,True
100984,-1.03,135.01,True,True
101075,-0.49,134.05,True,True
101167,-0.8,135.01,True,True
101258,-2.29,134.05,True,True
101350,-1.74,134.37,True,True
101441,0.04,133.41,True,True
101532,2.43,133.73,True,True
101623,1.58,133.41,True,True
101715,0.58,134.37,True,True
101807,0.13,133.41,True,True
101898,0.94,133.41,True,True
101989,0.64,133.73,True,True
102080,0.04,133.73,True,True
102172,0.26,133.73,True,True
102263,-0.53,133.73,True,True
102354,-1.71,133.73,True,True
102446,1.51,133.41,True,True
102538,1.59,133.73,True,True
102629,0.65,133.41,True,True
102720,-0.61,133.41,True,True
102811,-0.53,133.41,True,True
102902,-0.92,133.41,True,True
102994,-0.31,133.09,True,True
103086,1.5,133.09,True,True
103177,-0.23,133.09,True,True
103268,-0.93,133.09,True,True
103360,-0.5,132.77,True,True
103451,-0.4,133.09,True,True
103542,-0.8,132.77,True,True
103633,0.05,133.09,True,True
103725,0.33,132.77,True,True
103817,0.23,133.09,True,True
103908,0.95,132.13,True,True
103999,-0.33,132.77,True,True
104090,-0.19,132.13,True,True
104182,0.25,132.77,True,True
104273,1.2,132.45,True,True
104365,-0.08,132.77,True,True
104456,0.42,132.13,True,True
104548,1.0,132.77,True,True
104639,-0.18,131.81,True,True
104730,0.08,132.13,True,True
104821,-0.7,131.81,True,True
104912,-1.27,132.45,True,True
105005,-0.47,131.49,True,True
105096,1.27,132.45,True,True
105187,0.23,132.45,True,True
